id,name,supertype,subtypes,rules,set,number,artist,rarity,legalities,images,tcgplayer,cardmarket,types,regulationMark
swsh2-209,Twin Energy,Energy,['Special'],"[""As long as this card is attached to a Pokémon that isn't a Pokémon V or a Pokémon-GX, it provides ColorlessColorless Energy."", 'If this card is attached to a Pokémon V or a Pokémon-GX, it provides Colorless Energy instead.']","{'id': 'swsh2', 'name': 'Rebel Clash', 'series': 'Sword & Shield', 'printedTotal': 192, 'total': 209, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'RCL', 'releaseDate': '2020/05/01', 'updatedAt': '2020/09/25 10:09:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh2/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh2/logo.png'}}",209,,Rare Secret,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh2/209.png', 'large': 'https://images.pokemontcg.io/swsh2/209_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh2-209', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 3.99, 'mid': 4.99, 'high': 25.0, 'market': 4.66, 'directLow': 5.98}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh2-209', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 4.34, 'lowPrice': 2.99, 'trendPrice': 4.62, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 8.84, 'lowPriceExPlus': 3.0, 'avg1': 1.49, 'avg7': 4.56, 'avg30': 5.19, 'reverseHoloAvg1': 7.0, 'reverseHoloAvg7': 8.52, 'reverseHoloAvg30': 8.95}}",,D
swsh3-174,Heat Fire Energy,Energy,['Special'],"['As long as this card is attached to a Pokémon, it provides Fire Energy.', 'The Fire Pokémon this card is attached to gets +20 HP.']","{'id': 'swsh3', 'name': 'Darkness Ablaze', 'series': 'Sword & Shield', 'printedTotal': 189, 'total': 201, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'DAA', 'releaseDate': '2020/08/14', 'updatedAt': '2020/10/25 13:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh3/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh3/logo.png'}}",174,,Uncommon,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/174.png', 'large': 'https://images.pokemontcg.io/swsh3/174_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh3-174', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.06, 'mid': 0.2, 'high': 1.53, 'market': 0.14, 'directLow': None}, 'reverseHolofoil': {'low': 0.1, 'mid': 0.45, 'high': 2.99, 'market': 0.4, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh3-174', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.16, 'lowPrice': 0.02, 'trendPrice': 0.25, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.88, 'reverseHoloLow': 0.09, 'reverseHoloTrend': 0.86, 'lowPriceExPlus': 0.02, 'avg1': 0.14, 'avg7': 0.21, 'avg30': 0.16, 'reverseHoloAvg1': 0.99, 'reverseHoloAvg7': 0.96, 'reverseHoloAvg30': 0.75}}",,D
swsh3-175,Hiding Darkness Energy,Energy,['Special'],"['As long as this card is attached to a Pokémon, it provides Darkness Energy.', 'The Darkness Pokémon this card is attached to has no Retreat Cost.']","{'id': 'swsh3', 'name': 'Darkness Ablaze', 'series': 'Sword & Shield', 'printedTotal': 189, 'total': 201, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'DAA', 'releaseDate': '2020/08/14', 'updatedAt': '2020/10/25 13:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh3/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh3/logo.png'}}",175,,Uncommon,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/175.png', 'large': 'https://images.pokemontcg.io/swsh3/175_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh3-175', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.25, 'high': 1.64, 'market': 0.26, 'directLow': 0.12}, 'reverseHolofoil': {'low': 0.22, 'mid': 0.62, 'high': 6.95, 'market': 0.58, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh3-175', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.34, 'lowPrice': 0.02, 'trendPrice': 0.23, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.92, 'reverseHoloLow': 0.15, 'reverseHoloTrend': 0.9, 'lowPriceExPlus': 0.02, 'avg1': 0.14, 'avg7': 0.25, 'avg30': 0.28, 'reverseHoloAvg1': 1.5, 'reverseHoloAvg7': 0.94, 'reverseHoloAvg30': 1.14}}",,D
swsh3-176,Powerful Colorless Energy,Energy,['Special'],"['As long as this card is attached to a Pokémon, it provides Colorless Energy.', ""The attacks of the Colorless Pokémon this card is attached to do 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance).""]","{'id': 'swsh3', 'name': 'Darkness Ablaze', 'series': 'Sword & Shield', 'printedTotal': 189, 'total': 201, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'DAA', 'releaseDate': '2020/08/14', 'updatedAt': '2020/10/25 13:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh3/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh3/logo.png'}}",176,,Uncommon,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/176.png', 'large': 'https://images.pokemontcg.io/swsh3/176_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh3-176', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.12, 'mid': 0.39, 'high': 6.95, 'market': 0.37, 'directLow': None}, 'normal': {'low': 0.05, 'mid': 0.23, 'high': 3.06, 'market': 0.14, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh3-176', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.4, 'lowPrice': 0.02, 'trendPrice': 0.16, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.49, 'reverseHoloLow': 0.09, 'reverseHoloTrend': 0.58, 'lowPriceExPlus': 0.02, 'avg1': 0.19, 'avg7': 0.22, 'avg30': 0.36, 'reverseHoloAvg1': 0.49, 'reverseHoloAvg7': 0.52, 'reverseHoloAvg30': 0.5}}",,D
swsh3-201,Capture Energy,Energy,['Special'],"['As long as this card is attached to a Pokémon, it provides Colorless Energy.', 'When you attach this card from your hand to a Pokémon, search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck.']","{'id': 'swsh3', 'name': 'Darkness Ablaze', 'series': 'Sword & Shield', 'printedTotal': 189, 'total': 201, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'DAA', 'releaseDate': '2020/08/14', 'updatedAt': '2020/10/25 13:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh3/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh3/logo.png'}}",201,,Rare Secret,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh3/201.png', 'large': 'https://images.pokemontcg.io/swsh3/201_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh3-201', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 1.0, 'mid': 3.0, 'high': 39.0, 'market': 2.87, 'directLow': 3.38}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh3-201', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 4.82, 'lowPrice': 2.39, 'trendPrice': 4.73, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 12.26, 'lowPriceExPlus': 3.0, 'avg1': 5.39, 'avg7': 4.47, 'avg30': 4.74, 'reverseHoloAvg1': 19.99, 'reverseHoloAvg7': 12.74, 'reverseHoloAvg30': 13.16}}",,D
swsh4-162,Aromatic Grass Energy,Energy,['Special'],"['As long as this card is attached to a Pokémon, it provides Grass Energy.', ""The Grass Pokémon this card is attached to recovers from all Special Conditions and can't be affected by any Special Conditions.""]","{'id': 'swsh4', 'name': 'Vivid Voltage', 'series': 'Sword & Shield', 'printedTotal': 185, 'total': 203, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'VIV', 'releaseDate': '2020/11/13', 'updatedAt': '2020/11/13 16:20:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh4/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh4/logo.png'}}",162,,Uncommon,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/162.png', 'large': 'https://images.pokemontcg.io/swsh4/162_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh4-162', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.05, 'mid': 0.23, 'high': 999.99, 'market': 0.18, 'directLow': 0.07}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 11.5, 'market': 0.08, 'directLow': 0.05}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh4-162', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.11, 'lowPrice': 0.02, 'trendPrice': 0.1, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.3, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.22, 'lowPriceExPlus': 0.02, 'avg1': 0.03, 'avg7': 0.07, 'avg30': 0.09, 'reverseHoloAvg1': 0.07, 'reverseHoloAvg7': 0.23, 'reverseHoloAvg30': 0.25}}",,D
swsh4-163,Coating Metal Energy,Energy,['Special'],"['As long as this card is attached to a Pokémon, it provides Metal Energy.', 'The Metal Pokémon this card is attached to has no Weakness.']","{'id': 'swsh4', 'name': 'Vivid Voltage', 'series': 'Sword & Shield', 'printedTotal': 185, 'total': 203, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'VIV', 'releaseDate': '2020/11/13', 'updatedAt': '2020/11/13 16:20:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh4/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh4/logo.png'}}",163,,Uncommon,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/163.png', 'large': 'https://images.pokemontcg.io/swsh4/163_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh4-163', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.04, 'mid': 0.25, 'high': 999.99, 'market': 0.24, 'directLow': 0.15}, 'normal': {'low': 0.01, 'mid': 0.11, 'high': 11.5, 'market': 0.09, 'directLow': 0.04}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh4-163', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.05, 'lowPrice': 0.02, 'trendPrice': 0.08, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.17, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.18, 'lowPriceExPlus': 0.02, 'avg1': 0.09, 'avg7': 0.06, 'avg30': 0.07, 'reverseHoloAvg1': 0.1, 'reverseHoloAvg7': 0.16, 'reverseHoloAvg30': 0.18}}",,D
swsh4-164,Stone Fighting Energy,Energy,['Special'],"['As long as this card is attached to a Pokémon, it provides Fighting Energy.', ""The Fighting Pokémon this card is attached to takes 20 less damage from attacks from your opponent's Pokémon (after applying Weakness and Resistance).""]","{'id': 'swsh4', 'name': 'Vivid Voltage', 'series': 'Sword & Shield', 'printedTotal': 185, 'total': 203, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'VIV', 'releaseDate': '2020/11/13', 'updatedAt': '2020/11/13 16:20:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh4/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh4/logo.png'}}",164,,Uncommon,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/164.png', 'large': 'https://images.pokemontcg.io/swsh4/164_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh4-164', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.02, 'mid': 0.15, 'high': 11.5, 'market': 0.13, 'directLow': None}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.25, 'high': 2.0, 'market': 0.26, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh4-164', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.08, 'lowPrice': 0.02, 'trendPrice': 0.11, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.11, 'reverseHoloLow': 0.05, 'reverseHoloTrend': 0.14, 'lowPriceExPlus': 0.02, 'avg1': 0.03, 'avg7': 0.09, 'avg30': 0.08, 'reverseHoloAvg1': 0.15, 'reverseHoloAvg7': 0.2, 'reverseHoloAvg30': 0.19}}",,D
swsh4-165,Wash Water Energy,Energy,['Special'],"['As long as this card is attached to a Pokémon, it provides Water Energy.', ""Prevent all effects of attacks from your opponent's Pokémon done to the Water Pokémon this card is attached to. (Existing effects are not removed. Damage is not an effect.)""]","{'id': 'swsh4', 'name': 'Vivid Voltage', 'series': 'Sword & Shield', 'printedTotal': 185, 'total': 203, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'VIV', 'releaseDate': '2020/11/13', 'updatedAt': '2020/11/13 16:20:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh4/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh4/logo.png'}}",165,,Uncommon,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh4/165.png', 'large': 'https://images.pokemontcg.io/swsh4/165_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh4-165', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.09, 'mid': 0.25, 'high': 2.0, 'market': 0.21, 'directLow': None}, 'normal': {'low': 0.02, 'mid': 0.15, 'high': 11.5, 'market': 0.1, 'directLow': 0.07}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh4-165', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.1, 'lowPrice': 0.02, 'trendPrice': 0.06, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.37, 'reverseHoloLow': 0.03, 'reverseHoloTrend': 0.32, 'lowPriceExPlus': 0.02, 'avg1': 0.03, 'avg7': 0.07, 'avg30': 0.1, 'reverseHoloAvg1': 0.06, 'reverseHoloAvg7': 0.41, 'reverseHoloAvg30': 0.33}}",,D
swsh5-182,Rapid Strike Energy,Energy,"['Special', 'Rapid Strike']","['This card can only be attached to a Rapid Strike Pokémon. If this card is attached to anything other than a Rapid Strike Pokémon, discard this card.', 'As long as this card is attached to a Pokémon, it provides 2 in any combination of Water Energy and Fighting Energy.']","{'id': 'swsh5', 'name': 'Battle Styles', 'series': 'Sword & Shield', 'printedTotal': 163, 'total': 183, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'BST', 'releaseDate': '2021/03/19', 'updatedAt': '2021/03/19 15:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh5/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh5/logo.png'}}",182,,Rare Secret,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh5/182.png', 'large': 'https://images.pokemontcg.io/swsh5/182_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh5-182', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 0.99, 'mid': 2.99, 'high': 36.0, 'market': 2.3, 'directLow': 3.29}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh5-182', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 4.45, 'lowPrice': 2.98, 'trendPrice': 4.84, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 25.05, 'lowPriceExPlus': 2.98, 'avg1': 4.08, 'avg7': 4.84, 'avg30': 4.32, 'reverseHoloAvg1': 27.95, 'reverseHoloAvg7': 24.13, 'reverseHoloAvg30': 24.62}}",,E
swsh6-158,Lucky Energy,Energy,['Special'],"['As long as this card is attached to a Pokémon, it provides Colorless Energy.', ""If the Pokémon this card is attached to is in the Active Spot and is damaged by an attack from your opponent's Pokémon (even if it is Knocked Out), draw a card.""]","{'id': 'swsh6', 'name': 'Chilling Reign', 'series': 'Sword & Shield', 'printedTotal': 198, 'total': 233, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'CRE', 'releaseDate': '2021/06/18', 'updatedAt': '2021/06/18 12:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh6/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh6/logo.png'}}",158,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh6/158.png', 'large': 'https://images.pokemontcg.io/swsh6/158_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh6-158', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.13, 'high': 11.5, 'market': 0.09, 'directLow': 0.05}, 'reverseHolofoil': {'low': 0.05, 'mid': 0.21, 'high': 2.0, 'market': 0.21, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh6-158', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.07, 'lowPrice': 0.02, 'trendPrice': 0.08, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.15, 'reverseHoloLow': 0.03, 'reverseHoloTrend': 0.17, 'lowPriceExPlus': 0.02, 'avg1': 0.12, 'avg7': 0.09, 'avg30': 0.09, 'reverseHoloAvg1': 0.05, 'reverseHoloAvg7': 0.16, 'reverseHoloAvg30': 0.18}}",,E
swsh6-159,Spiral Energy,Energy,"['Special', 'Rapid Strike']","['This card can only be attached to a Rapid Strike Pokémon. If this card is attached to anything other than a Rapid Strike Pokémon, discard this card.', ""As long as this card is attached to a Pokémon, it provides every type of Energy but provides only 1 Energy at a time. The Pokémon this card is attached to can't be Paralyzed, and if it is already Paralyzed, it recovers from that Special Condition.""]","{'id': 'swsh6', 'name': 'Chilling Reign', 'series': 'Sword & Shield', 'printedTotal': 198, 'total': 233, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'CRE', 'releaseDate': '2021/06/18', 'updatedAt': '2021/06/18 12:12:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh6/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh6/logo.png'}}",159,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh6/159.png', 'large': 'https://images.pokemontcg.io/swsh6/159_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh6-159', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 11.5, 'market': 0.08, 'directLow': None}, 'reverseHolofoil': {'low': 0.01, 'mid': 0.18, 'high': 2.37, 'market': 0.15, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh6-159', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.1, 'lowPrice': 0.02, 'trendPrice': 0.07, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.13, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.13, 'lowPriceExPlus': 0.02, 'avg1': 0.03, 'avg7': 0.04, 'avg30': 0.08, 'reverseHoloAvg1': 0.12, 'reverseHoloAvg7': 0.13, 'reverseHoloAvg30': 0.13}}",,E
swsh7-165,Treasure Energy,Energy,['Special'],"['As long as this card is attached to a Pokémon, it provides Colorless Energy. If you took this card as a face-down Prize card during your turn, before you put it into your hand, you may attach this card to 1 of your Pokémon.']","{'id': 'swsh7', 'name': 'Evolving Skies', 'series': 'Sword & Shield', 'printedTotal': 203, 'total': 237, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'EVS', 'releaseDate': '2021/08/27', 'updatedAt': '2021/08/27 10:17:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh7/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh7/logo.png'}}",165,,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/swsh7/165.png', 'large': 'https://images.pokemontcg.io/swsh7/165_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh7-165', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.02, 'mid': 0.15, 'high': 2.0, 'market': 0.1, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 11.5, 'market': 0.04, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh7-165', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.06, 'lowPrice': 0.02, 'trendPrice': 0.04, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.18, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.15, 'lowPriceExPlus': 0.02, 'avg1': 0.05, 'avg7': 0.06, 'avg30': 0.07, 'reverseHoloAvg1': 0.1, 'reverseHoloAvg7': 0.2, 'reverseHoloAvg30': 0.18}}",,E
xy10-115,Strong Energy,Energy,['Special'],"['This card can only be attached to Fighting Pokémon. This card provides Fighting Energy only while this card is attached to a Fighting Pokémon.', ""The attacks of the Fighting Pokémon this card is attached to do 20 more damage to your opponent's Active Pokémon (before applying Weakness and Resistance)."", '(If this card is attached to anything other than a Fighting Pokémon, discard this card.)']","{'id': 'xy10', 'name': 'Fates Collide', 'series': 'XY', 'printedTotal': 124, 'total': 129, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'FCO', 'releaseDate': '2016/05/02', 'updatedAt': '2018/09/03 11:49:00', 'images': {'symbol': 'https://images.pokemontcg.io/xy10/symbol.png', 'logo': 'https://images.pokemontcg.io/xy10/logo.png'}}",115,5ban Graphics,Uncommon,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xy10/115.png', 'large': 'https://images.pokemontcg.io/xy10/115_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xy10-115', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.2, 'mid': 0.49, 'high': 2.5, 'market': 0.48, 'directLow': None}, 'reverseHolofoil': {'low': 0.25, 'mid': 0.86, 'high': 3.95, 'market': 0.87, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/xy10-115', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.0, 'lowPrice': 0.5, 'trendPrice': 0.27, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 0.5, 'avg1': 0.25, 'avg7': 0.2, 'avg30': 0.2, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,
xy3-103,Herbal Energy,Energy,['Special'],"['This card can only be attached to Grass Pokémon. This card provides Grass Energy only while this card is attached to a Grass Pokémon.', 'When you attach this card from your hand to 1 of your Grass Pokémon, heal 30 damage from that Pokémon.', '(If this card is attached to anything other than a Grass Pokémon, discard this card.)']","{'id': 'xy3', 'name': 'Furious Fists', 'series': 'XY', 'printedTotal': 111, 'total': 114, 'legalities': {'unlimited': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'FFI', 'releaseDate': '2014/08/13', 'updatedAt': '2018/03/04 10:35:00', 'images': {'symbol': 'https://images.pokemontcg.io/xy3/symbol.png', 'logo': 'https://images.pokemontcg.io/xy3/logo.png'}}",103,5ban Graphics,Uncommon,"{'unlimited': 'Legal', 'expanded': 'Legal'}","{'small': 'https://images.pokemontcg.io/xy3/103.png', 'large': 'https://images.pokemontcg.io/xy3/103_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/xy3-103', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.45, 'mid': 0.94, 'high': 4.29, 'market': 0.82, 'directLow': None}, 'reverseHolofoil': {'low': 1.21, 'mid': 1.59, 'high': 6.15, 'market': 1.21, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/xy3-103', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.41, 'lowPrice': 0.02, 'trendPrice': 0.46, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.35, 'reverseHoloTrend': 1.89, 'lowPriceExPlus': 0.15, 'avg1': 0.4, 'avg7': 0.44, 'avg30': 0.61, 'reverseHoloAvg1': 0.25, 'reverseHoloAvg7': 2.06, 'reverseHoloAvg30': 2.19}}",,
