id,name,supertype,subtypes,rules,set,number,artist,rarity,legalities,regulationMark,images,tcgplayer,cardmarket,abilities,attacks,flavorText,hp
swsh9-167,Barry,Trainer,['Supporter'],"['Draw 3 cards.', 'You may play only 1 Supporter card during your turn.']","{'id': 'swsh9', 'name': 'Brilliant Stars', 'series': 'Sword & Shield', 'printedTotal': 172, 'total': 186, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'BRS', 'releaseDate': '2022/02/25', 'updatedAt': '2022/02/23 09:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh9/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh9/logo.png'}}",167,Yuu Nishida,Rare Ultra,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh9/167.png', 'large': 'https://images.pokemontcg.io/swsh9/167_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh9-167', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 0.6, 'mid': 1.24, 'high': 9.99, 'market': 1.08, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh9-167', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 2.0, 'lowPrice': 0.75, 'trendPrice': 2.02, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 0.99, 'avg1': 2.08, 'avg7': 2.24, 'avg30': 2.0, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,,
swsh9-146,Pot Helmet,Trainer,"['Item', 'Pokémon Tool']","[""If the Pokémon this card is attached to doesn't have a Rule Box, it takes 30 less damage from attacks from your opponent's Pokémon (after applying Weakness and Resistance). (Pokémon V, Pokémon-GX, etc. have Rule Boxes.)"", 'You may play any number of Item cards during your turn.', ""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached.""]","{'id': 'swsh9', 'name': 'Brilliant Stars', 'series': 'Sword & Shield', 'printedTotal': 172, 'total': 186, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'BRS', 'releaseDate': '2022/02/25', 'updatedAt': '2022/02/23 09:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh9/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh9/logo.png'}}",146,Toyste Beach,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh9/146.png', 'large': 'https://images.pokemontcg.io/swsh9/146_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh9-146', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.05, 'mid': 0.18, 'high': 1.36, 'market': 0.17, 'directLow': 0.12}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 11.5, 'market': 0.04, 'directLow': 0.03}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh9-146', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.07, 'lowPrice': 0.02, 'trendPrice': 0.07, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.18, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.19, 'lowPriceExPlus': 0.02, 'avg1': 0.02, 'avg7': 0.09, 'avg30': 0.06, 'reverseHoloAvg1': 0.21, 'reverseHoloAvg7': 0.21, 'reverseHoloAvg30': 0.18}}",,,,
swsh10-139,Dark Patch,Trainer,['Item'],"['Attach a basic Darkness Energy card from your discard pile to 1 of your Benched Darkness Pokémon.', 'You may play any number of Item cards during your turn.']","{'id': 'swsh10', 'name': 'Astral Radiance', 'series': 'Sword & Shield', 'printedTotal': 189, 'total': 216, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'ASR', 'releaseDate': '2022/05/27', 'updatedAt': '2022/05/27 09:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh10/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh10/logo.png'}}",139,Ryo Ueda,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh10/139.png', 'large': 'https://images.pokemontcg.io/swsh10/139_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh10-139', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.12, 'mid': 0.85, 'high': 4.99, 'market': 1.1, 'directLow': 1.15}, 'normal': {'low': 0.1, 'mid': 0.32, 'high': 1.09, 'market': 0.29, 'directLow': 0.35}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh10-139', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.37, 'lowPrice': 0.02, 'trendPrice': 0.37, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.53, 'reverseHoloLow': 0.05, 'reverseHoloTrend': 0.57, 'lowPriceExPlus': 0.02, 'avg1': 0.34, 'avg7': 0.39, 'avg30': 0.35, 'reverseHoloAvg1': 0.25, 'reverseHoloAvg7': 0.94, 'reverseHoloAvg30': 0.63}}",,,,
swsh10-148,Jubilife Village,Trainer,['Stadium'],"[""Once during each player's turn, that player may shuffle their hand into their deck and draw 5 cards. If they do, their turn ends.""]","{'id': 'swsh10', 'name': 'Astral Radiance', 'series': 'Sword & Shield', 'printedTotal': 189, 'total': 216, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'ASR', 'releaseDate': '2022/05/27', 'updatedAt': '2022/05/27 09:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh10/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh10/logo.png'}}",148,Oswaldo KATO,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh10/148.png', 'large': 'https://images.pokemontcg.io/swsh10/148_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh10-148', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.03, 'mid': 0.15, 'high': 2.0, 'market': 0.11, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 11.5, 'market': 0.04, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh10-148', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.08, 'lowPrice': 0.02, 'trendPrice': 0.05, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.21, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.19, 'lowPriceExPlus': 0.02, 'avg1': 0.06, 'avg7': 0.05, 'avg30': 0.08, 'reverseHoloAvg1': 0.28, 'reverseHoloAvg7': 0.18, 'reverseHoloAvg30': 0.2}}",,,,
swsh10-153,Sweet Honey,Trainer,['Item'],"['Choose 1 of your Pokémon, and then flip a coin until you get tails. For each heads, heal 40 damage from that Pokémon.', 'You may play any number of Item cards during your turn.']","{'id': 'swsh10', 'name': 'Astral Radiance', 'series': 'Sword & Shield', 'printedTotal': 189, 'total': 216, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'ASR', 'releaseDate': '2022/05/27', 'updatedAt': '2022/05/27 09:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh10/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh10/logo.png'}}",153,ORBITALLINK Inc.,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh10/153.png', 'large': 'https://images.pokemontcg.io/swsh10/153_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh10-153', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 1.28, 'market': 0.11, 'directLow': None}, 'reverseHolofoil': {'low': 0.02, 'mid': 0.18, 'high': 2.0, 'market': 0.14, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh10-153', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.04, 'lowPrice': 0.02, 'trendPrice': 0.05, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.24, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.21, 'lowPriceExPlus': 0.02, 'avg1': 0.1, 'avg7': 0.07, 'avg30': 0.05, 'reverseHoloAvg1': 0.2, 'reverseHoloAvg7': 0.23, 'reverseHoloAvg30': 0.2}}",,,,
swsh10-184,Gardenia's Vigor,Trainer,['Supporter'],"['Draw 2 cards. If you drew any cards in this way, attach up to 2 Grass Energy cards from your hand to 1 of your Benched Pokémon.', 'You may play only 1 Supporter card during your turn.']","{'id': 'swsh10', 'name': 'Astral Radiance', 'series': 'Sword & Shield', 'printedTotal': 189, 'total': 216, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'ASR', 'releaseDate': '2022/05/27', 'updatedAt': '2022/05/27 09:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh10/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh10/logo.png'}}",184,En Morikura,Rare Ultra,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh10/184.png', 'large': 'https://images.pokemontcg.io/swsh10/184_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh10-184', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 4.0, 'mid': 7.01, 'high': 25.0, 'market': 6.59, 'directLow': 7.73}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh10-184', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 7.06, 'lowPrice': 5.0, 'trendPrice': 7.29, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 5.0, 'avg1': 7.39, 'avg7': 6.97, 'avg30': 7.07, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,,
swsh10-186,Irida,Trainer,['Supporter'],"['Search your deck for a Water Pokémon and an Item card, reveal them, and put them into your hand. Then, shuffle your deck.', 'You may play only 1 Supporter card during your turn.']","{'id': 'swsh10', 'name': 'Astral Radiance', 'series': 'Sword & Shield', 'printedTotal': 189, 'total': 216, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'ASR', 'releaseDate': '2022/05/27', 'updatedAt': '2022/05/27 09:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh10/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh10/logo.png'}}",186,kirisAki,Rare Ultra,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh10/186.png', 'large': 'https://images.pokemontcg.io/swsh10/186_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh10-186', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 13.3, 'mid': 17.19, 'high': 59.99, 'market': 16.47, 'directLow': 17.0}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh10-186', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 14.83, 'lowPrice': 10.0, 'trendPrice': 15.19, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 10.0, 'avg1': 15.0, 'avg7': 15.63, 'avg30': 14.99, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,,
swsh10-207,Zisu,Trainer,['Supporter'],"['Draw cards until you have 1 more card in your hand than your opponent.', 'You may play only 1 Supporter card during your turn.']","{'id': 'swsh10', 'name': 'Astral Radiance', 'series': 'Sword & Shield', 'printedTotal': 189, 'total': 216, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'ASR', 'releaseDate': '2022/05/27', 'updatedAt': '2022/05/27 09:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh10/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh10/logo.png'}}",207,kirisAki,Rare Rainbow,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh10/207.png', 'large': 'https://images.pokemontcg.io/swsh10/207_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh10-207', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 2.88, 'mid': 4.0, 'high': 14.99, 'market': 3.79, 'directLow': 4.85}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh10-207', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 6.05, 'lowPrice': 2.0, 'trendPrice': 6.15, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 3.99, 'avg1': 6.5, 'avg7': 5.81, 'avg30': 6.52, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,,
swsh10-142,Gapejaw Bog,Trainer,['Stadium'],"['Whenever either player puts a Basic Pokémon from their hand onto their Bench, put 2 damage counters on that Pokémon.']","{'id': 'swsh10', 'name': 'Astral Radiance', 'series': 'Sword & Shield', 'printedTotal': 189, 'total': 216, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'ASR', 'releaseDate': '2022/05/27', 'updatedAt': '2022/05/27 09:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh10/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh10/logo.png'}}",142,Oswaldo KATO,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh10/142.png', 'large': 'https://images.pokemontcg.io/swsh10/142_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh10-142', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.05, 'mid': 0.21, 'high': 2.0, 'market': 0.18, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.13, 'high': 1.28, 'market': 0.05, 'directLow': 0.03}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh10-142', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.12, 'lowPrice': 0.02, 'trendPrice': 0.1, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.16, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.18, 'lowPriceExPlus': 0.02, 'avg1': 0.09, 'avg7': 0.12, 'avg30': 0.11, 'reverseHoloAvg1': 0.15, 'reverseHoloAvg7': 0.18, 'reverseHoloAvg30': 0.16}}",,,,
swsh10-145,Gutsy Pickaxe,Trainer,['Item'],"['Reveal the top card of your deck. If that card is a Fighting Energy card, attach it to 1 of your Benched Pokémon. If it is not a Fighting Energy card, put it into your hand.', 'You may play any number of Item cards during your turn.']","{'id': 'swsh10', 'name': 'Astral Radiance', 'series': 'Sword & Shield', 'printedTotal': 189, 'total': 216, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'ASR', 'releaseDate': '2022/05/27', 'updatedAt': '2022/05/27 09:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh10/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh10/logo.png'}}",145,Eske Yoshinob,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh10/145.png', 'large': 'https://images.pokemontcg.io/swsh10/145_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh10-145', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.04, 'mid': 0.23, 'high': 2.19, 'market': 0.19, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.11, 'high': 11.5, 'market': 0.1, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh10-145', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.11, 'lowPrice': 0.02, 'trendPrice': 0.11, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.18, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.23, 'lowPriceExPlus': 0.02, 'avg1': 0.09, 'avg7': 0.11, 'avg30': 0.11, 'reverseHoloAvg1': 0.8, 'reverseHoloAvg7': 0.22, 'reverseHoloAvg30': 0.2}}",,,,
swsh10-146,Hisuian Heavy Ball,Trainer,['Item'],"[""Look at your face-down Prize cards. You may reveal a Basic Pokémon you find there, put it into your hand, and put this Hisuian Heavy Ball in its place as a face-down Prize card. (If you don't reveal a Basic Pokémon, put this card in the discard pile.) Then, shuffle your face-down Prize cards."", 'You may play any number of Item cards during your turn.']","{'id': 'swsh10', 'name': 'Astral Radiance', 'series': 'Sword & Shield', 'printedTotal': 189, 'total': 216, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'ASR', 'releaseDate': '2022/05/27', 'updatedAt': '2022/05/27 09:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh10/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh10/logo.png'}}",146,Studio Bora Inc.,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh10/146.png', 'large': 'https://images.pokemontcg.io/swsh10/146_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh10-146', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.25, 'mid': 0.55, 'high': 11.5, 'market': 0.64, 'directLow': 0.55}, 'reverseHolofoil': {'low': 0.45, 'mid': 0.88, 'high': 4.99, 'market': 0.86, 'directLow': 1.01}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh10-146', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.3, 'lowPrice': 0.02, 'trendPrice': 0.28, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.74, 'reverseHoloLow': 0.05, 'reverseHoloTrend': 0.81, 'lowPriceExPlus': 0.02, 'avg1': 0.27, 'avg7': 0.28, 'avg30': 0.3, 'reverseHoloAvg1': 0.77, 'reverseHoloAvg7': 0.86, 'reverseHoloAvg30': 0.71}}",,,,
swsh10-149,Kamado,Trainer,['Supporter'],"[""Choose a card in your hand, and discard the other cards. If you do, draw 4 cards. (If you have no other cards in your hand, you can't use this card.)"", 'You may play only 1 Supporter card during your turn.']","{'id': 'swsh10', 'name': 'Astral Radiance', 'series': 'Sword & Shield', 'printedTotal': 189, 'total': 216, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'ASR', 'releaseDate': '2022/05/27', 'updatedAt': '2022/05/27 09:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh10/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh10/logo.png'}}",149,Hitoshi Ariga,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh10/149.png', 'large': 'https://images.pokemontcg.io/swsh10/149_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh10-149', 'updatedAt': '2025/01/04', 'prices': {'reverseHolofoil': {'low': 0.04, 'mid': 0.15, 'high': 2.0, 'market': 0.11, 'directLow': None}, 'normal': {'low': 0.01, 'mid': 0.1, 'high': 11.5, 'market': 0.03, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh10-149', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.04, 'lowPrice': 0.02, 'trendPrice': 0.03, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.13, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.14, 'lowPriceExPlus': 0.02, 'avg1': 0.02, 'avg7': 0.03, 'avg30': 0.04, 'reverseHoloAvg1': 0.11, 'reverseHoloAvg7': 0.11, 'reverseHoloAvg30': 0.13}}",,,,
swsh10-152,Supereffective Glasses,Trainer,"['Item', 'Pokémon Tool']","[""When applying Weakness to damage from the attacks of the Pokémon this card is attached to done to your opponent's Active Pokémon, apply it as ×3."", 'You may play any number of Item cards during your turn.', ""Attach a Pokémon Tool to 1 of your Pokémon that doesn't already have a Pokémon Tool attached.""]","{'id': 'swsh10', 'name': 'Astral Radiance', 'series': 'Sword & Shield', 'printedTotal': 189, 'total': 216, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'ASR', 'releaseDate': '2022/05/27', 'updatedAt': '2022/05/27 09:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh10/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh10/logo.png'}}",152,Ryo Ueda,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh10/152.png', 'large': 'https://images.pokemontcg.io/swsh10/152_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh10-152', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.01, 'mid': 0.1, 'high': 11.5, 'market': 0.08, 'directLow': None}, 'reverseHolofoil': {'low': 0.04, 'mid': 0.2, 'high': 2.0, 'market': 0.18, 'directLow': 0.05}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh10-152', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.09, 'lowPrice': 0.02, 'trendPrice': 0.06, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.24, 'reverseHoloLow': 0.02, 'reverseHoloTrend': 0.28, 'lowPriceExPlus': 0.02, 'avg1': 0.02, 'avg7': 0.07, 'avg30': 0.08, 'reverseHoloAvg1': 0.34, 'reverseHoloAvg7': 0.23, 'reverseHoloAvg30': 0.25}}",,,,
swsh10-155,Temple of Sinnoh,Trainer,['Stadium'],"[""All Special Energy attached to Pokémon (both yours and your opponent's) provide Colorless Energy and have no other effect.""]","{'id': 'swsh10', 'name': 'Astral Radiance', 'series': 'Sword & Shield', 'printedTotal': 189, 'total': 216, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'ASR', 'releaseDate': '2022/05/27', 'updatedAt': '2022/05/27 09:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh10/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh10/logo.png'}}",155,Oswaldo KATO,Uncommon,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh10/155.png', 'large': 'https://images.pokemontcg.io/swsh10/155_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh10-155', 'updatedAt': '2025/01/04', 'prices': {'normal': {'low': 0.1, 'mid': 0.22, 'high': 11.5, 'market': 0.18, 'directLow': 0.18}, 'reverseHolofoil': {'low': 0.15, 'mid': 0.3, 'high': 2.0, 'market': 0.29, 'directLow': None}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh10-155', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 0.19, 'lowPrice': 0.02, 'trendPrice': 0.17, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.55, 'reverseHoloLow': 0.05, 'reverseHoloTrend': 0.57, 'lowPriceExPlus': 0.02, 'avg1': 0.19, 'avg7': 0.18, 'avg30': 0.19, 'reverseHoloAvg1': 0.82, 'reverseHoloAvg7': 0.7, 'reverseHoloAvg30': 0.51}}",,,,
swsh10-183,Cyllene,Trainer,['Supporter'],"['Flip 2 coins. Put a number of cards up to the number of heads from your discard pile on top of your deck in any order.', 'You may play only 1 Supporter card during your turn.']","{'id': 'swsh10', 'name': 'Astral Radiance', 'series': 'Sword & Shield', 'printedTotal': 189, 'total': 216, 'legalities': {'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}, 'ptcgoCode': 'ASR', 'releaseDate': '2022/05/27', 'updatedAt': '2022/05/27 09:45:00', 'images': {'symbol': 'https://images.pokemontcg.io/swsh10/symbol.png', 'logo': 'https://images.pokemontcg.io/swsh10/logo.png'}}",183,nagimiso,Rare Ultra,"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",F,"{'small': 'https://images.pokemontcg.io/swsh10/183.png', 'large': 'https://images.pokemontcg.io/swsh10/183_hires.png'}","{'url': 'https://prices.pokemontcg.io/tcgplayer/swsh10-183', 'updatedAt': '2025/01/04', 'prices': {'holofoil': {'low': 3.9, 'mid': 5.86, 'high': 29.97, 'market': 4.61, 'directLow': 4.49}}}","{'url': 'https://prices.pokemontcg.io/cardmarket/swsh10-183', 'updatedAt': '2025/01/05', 'prices': {'averageSellPrice': 4.74, 'lowPrice': 2.0, 'trendPrice': 4.38, 'germanProLow': 0.0, 'suggestedPrice': 0.0, 'reverseHoloSell': 0.0, 'reverseHoloLow': 0.0, 'reverseHoloTrend': 0.0, 'lowPriceExPlus': 3.0, 'avg1': 5.0, 'avg7': 4.8, 'avg30': 4.87, 'reverseHoloAvg1': 0.0, 'reverseHoloAvg7': 0.0, 'reverseHoloAvg30': 0.0}}",,,,
